0.92,99,1,0.99,0.009949874371066205
0.8,98,2,0.98,0.014000000000000005
0.6,96,4,0.96,0.019595917942265433
0.2,64,36,0.64,0.048
0.08,51,49,0.51,0.04998999899979995
-0.08,44,56,0.44,0.04963869458396343
-0.2,33,67,0.33,0.04702127178203499
-0.6,11,89,0.11,0.03128897569432403
-0.8,3,97,0.03,0.01705872210923198
-0.92,1,99,0.01,0.0099498743710662
