m0,count_A,count_B,invalid,probability,standard_error
0.920000,98,2,0,0.980000,0.014000
0.800000,97,3,0,0.970000,0.017059
0.600000,86,14,0,0.860000,0.034699
0.200000,51,49,0,0.510000,0.049990
0.080000,44,56,0,0.440000,0.049639
-0.080000,34,66,0,0.340000,0.047371
-0.200000,18,82,0,0.180000,0.038419
-0.600000,3,97,0,0.030000,0.017059
-0.800000,0,100,0,0.000000,0.000000
-0.920000,0,100,0,0.000000,0.000000
