m0,count_A,count_B,invalid,probability,standard_error
0.920000,95,5,0,0.950000,0.021794
0.800000,94,6,0,0.940000,0.023749
0.600000,83,16,1,0.838384,0.036995
0.200000,63,36,1,0.636364,0.048347
0.080000,51,49,0,0.510000,0.049990
-0.080000,28,71,1,0.282828,0.045264
-0.200000,21,79,0,0.210000,0.040731
-0.600000,9,91,0,0.090000,0.028618
-0.800000,2,98,0,0.020000,0.014000
-0.920000,0,100,0,0.000000,0.000000
