m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,99,1,0,0.990000,0.009950
0.200000,96,4,0,0.960000,0.019596
0.080000,94,6,0,0.940000,0.023749
-0.080000,79,21,0,0.790000,0.040731
-0.200000,83,17,0,0.830000,0.037563
-0.600000,56,44,0,0.560000,0.049639
-0.800000,34,66,0,0.340000,0.047371
-0.920000,9,91,0,0.090000,0.028618
