m0,count_A,count_B,invalid,probability,standard_error
0.920000,99,1,0,0.990000,0.009950
0.800000,99,1,0,0.990000,0.009950
0.600000,95,5,0,0.950000,0.021794
0.200000,91,9,0,0.910000,0.028618
0.080000,81,19,0,0.810000,0.039230
-0.080000,64,36,0,0.640000,0.048000
-0.200000,56,44,0,0.560000,0.049639
-0.600000,35,65,0,0.350000,0.047697
-0.800000,14,86,0,0.140000,0.034699
-0.920000,10,90,0,0.100000,0.030000
