m0,count_A,count_B,invalid,probability,standard_error
0.920000,75,25,0,0.750000,0.043301
0.800000,73,27,0,0.730000,0.044396
0.600000,57,43,0,0.570000,0.049508
0.200000,62,38,0,0.620000,0.048539
0.080000,50,50,0,0.500000,0.050000
-0.080000,35,65,0,0.350000,0.047697
-0.200000,24,76,0,0.240000,0.042708
-0.600000,10,90,0,0.100000,0.030000
-0.800000,6,94,0,0.060000,0.023749
-0.920000,12,88,0,0.120000,0.032496
