m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,95,5,0,0.950000,0.021794
0.200000,93,7,0,0.930000,0.025515
0.080000,83,17,0,0.830000,0.037563
-0.080000,70,30,0,0.700000,0.045826
-0.200000,56,44,0,0.560000,0.049639
-0.600000,16,84,0,0.160000,0.036661
-0.800000,10,90,0,0.100000,0.030000
-0.920000,6,94,0,0.060000,0.023749
