m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,99,1,0,0.990000,0.009950
0.600000,100,0,0,1.000000,0.000000
0.200000,100,0,0,1.000000,0.000000
0.080000,96,4,0,0.960000,0.019596
-0.080000,96,4,0,0.960000,0.019596
-0.200000,95,5,0,0.950000,0.021794
-0.600000,70,30,0,0.700000,0.045826
-0.800000,52,48,0,0.520000,0.049960
-0.920000,15,85,0,0.150000,0.035707
