m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,99,0,1,1.000000,0.000000
0.200000,94,6,0,0.940000,0.023749
0.080000,80,20,0,0.800000,0.040000
-0.080000,70,30,0,0.700000,0.045826
-0.200000,43,57,0,0.430000,0.049508
-0.600000,15,85,0,0.150000,0.035707
-0.800000,11,89,0,0.110000,0.031289
-0.920000,7,92,1,0.070707,0.025763
