m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,96,4,0,0.960000,0.019596
0.600000,87,13,0,0.870000,0.033630
0.200000,61,39,0,0.610000,0.048775
0.080000,49,51,0,0.490000,0.049990
-0.080000,36,64,0,0.360000,0.048000
-0.200000,25,75,0,0.250000,0.043301
-0.600000,3,97,0,0.030000,0.017059
-0.800000,1,99,0,0.010000,0.009950
-0.920000,3,97,0,0.030000,0.017059
