m0,count_A,count_B,invalid,probability,standard_error
0.920000,99,1,0,0.990000,0.009950
0.800000,100,0,0,1.000000,0.000000
0.600000,96,4,0,0.960000,0.019596
0.200000,78,22,0,0.780000,0.041425
0.080000,72,28,0,0.720000,0.044900
-0.080000,48,51,1,0.484848,0.050229
-0.200000,35,65,0,0.350000,0.047697
-0.600000,18,82,0,0.180000,0.038419
-0.800000,4,96,0,0.040000,0.019596
-0.920000,3,97,0,0.030000,0.017059
