m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,94,6,0,0.940000,0.023749
0.200000,72,28,0,0.720000,0.044900
0.080000,65,35,0,0.650000,0.047697
-0.080000,52,48,0,0.520000,0.049960
-0.200000,44,56,0,0.440000,0.049639
-0.600000,22,78,0,0.220000,0.041425
-0.800000,8,92,0,0.080000,0.027129
-0.920000,3,97,0,0.030000,0.017059
