m0,count_A,count_B,invalid,probability,standard_error
0.920000,96,4,0,0.960000,0.019596
0.800000,91,9,0,0.910000,0.028618
0.600000,86,14,0,0.860000,0.034699
0.200000,77,23,0,0.770000,0.042083
0.080000,62,38,0,0.620000,0.048539
-0.080000,51,49,0,0.510000,0.049990
-0.200000,32,68,0,0.320000,0.046648
-0.600000,18,82,0,0.180000,0.038419
-0.800000,7,93,0,0.070000,0.025515
-0.920000,2,98,0,0.020000,0.014000
