m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,98,2,0,0.980000,0.014000
0.600000,92,8,0,0.920000,0.027129
0.200000,63,37,0,0.630000,0.048280
0.080000,54,46,0,0.540000,0.049840
-0.080000,38,62,0,0.380000,0.048539
-0.200000,33,67,0,0.330000,0.047021
-0.600000,9,91,0,0.090000,0.028618
-0.800000,2,98,0,0.020000,0.014000
-0.920000,1,99,0,0.010000,0.009950
