m0,count_A,count_B,probability,standard_error
0.920000,92,5,0.948454,0.022450
0.800000,90,10,0.900000,0.030000
0.600000,82,16,0.836735,0.037336
0.200000,55,40,0.578947,0.050655
0.080000,52,43,0.547368,0.051068
-0.080000,33,66,0.333333,0.047378
-0.200000,43,54,0.443299,0.050440
-0.600000,21,77,0.214286,0.041449
-0.800000,22,77,0.222222,0.041783
-0.920000,18,82,0.180000,0.038419
