m0,count_A,count_B,invalid,probability,standard_error
0.920000,94,6,0,0.940000,0.023749
0.800000,81,19,0,0.810000,0.039230
0.600000,76,24,0,0.760000,0.042708
0.200000,42,58,0,0.420000,0.049356
0.080000,31,69,0,0.310000,0.046249
-0.080000,17,83,0,0.170000,0.037563
-0.200000,9,91,0,0.090000,0.028618
-0.600000,1,99,0,0.010000,0.009950
-0.800000,0,100,0,0.000000,0.000000
-0.920000,0,100,0,0.000000,0.000000
