m0,count_A,count_B,probability,standard_error
0.920000,100,0,1.000000,0.000000
0.800000,100,0,1.000000,0.000000
0.600000,100,0,1.000000,0.000000
0.200000,98,2,0.980000,0.014000
0.080000,98,2,0.980000,0.014000
-0.080000,88,12,0.880000,0.032496
-0.200000,72,28,0.720000,0.044900
-0.600000,22,78,0.220000,0.041425
-0.800000,10,90,0.100000,0.030000
-0.920000,2,98,0.020000,0.014000
