m0,count_A,count_B,probability,standard_error
0.920000,98,2,0.980000,0.014000
0.800000,97,3,0.970000,0.017059
0.600000,93,7,0.930000,0.025515
0.200000,63,37,0.630000,0.048280
0.080000,60,40,0.600000,0.048990
-0.080000,43,57,0.430000,0.049508
-0.200000,31,69,0.310000,0.046249
-0.600000,5,95,0.050000,0.021794
-0.800000,2,98,0.020000,0.014000
-0.920000,0,100,0.000000,0.000000
