m0,count_A,count_B,invalid,probability,standard_error
0.920000,97,1,2,0.989796,0.010152
0.800000,94,3,3,0.969072,0.017578
0.600000,85,13,2,0.867347,0.034264
0.200000,49,50,1,0.494949,0.050249
0.080000,27,73,0,0.270000,0.044396
-0.080000,23,76,1,0.232323,0.042444
-0.200000,12,88,0,0.120000,0.032496
-0.600000,1,99,0,0.010000,0.009950
-0.800000,0,100,0,0.000000,0.000000
-0.920000,3,97,0,0.030000,0.017059
