m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,98,0,2,1.000000,0.000000
0.200000,89,11,0,0.890000,0.031289
0.080000,73,27,0,0.730000,0.044396
-0.080000,60,40,0,0.600000,0.048990
-0.200000,30,70,0,0.300000,0.045826
-0.600000,20,80,0,0.200000,0.040000
-0.800000,14,86,0,0.140000,0.034699
-0.920000,18,82,0,0.180000,0.038419
