m0,count_A,count_B,probability,standard_error
0.920000,78,22,0.780000,0.041425
0.800000,60,40,0.600000,0.048990
0.600000,42,58,0.420000,0.049356
0.200000,48,52,0.480000,0.049960
0.080000,33,67,0.330000,0.047021
-0.080000,33,67,0.330000,0.047021
-0.200000,28,72,0.280000,0.044900
-0.600000,14,86,0.140000,0.034699
-0.800000,7,93,0.070000,0.025515
-0.920000,3,97,0.030000,0.017059
