m0,count_A,count_B,invalid,probability,standard_error
0.920000,96,4,0,0.960000,0.019596
0.800000,94,5,1,0.949495,0.022009
0.600000,90,10,0,0.900000,0.030000
0.200000,70,30,0,0.700000,0.045826
0.080000,54,46,0,0.540000,0.049840
-0.080000,43,57,0,0.430000,0.049508
-0.200000,42,57,1,0.424242,0.049672
-0.600000,9,91,0,0.090000,0.028618
-0.800000,7,93,0,0.070000,0.025515
-0.920000,3,97,0,0.030000,0.017059
