m0,count_A,count_B,invalid,probability,standard_error
0.920000,98,2,0,0.980000,0.014000
0.800000,100,0,0,1.000000,0.000000
0.600000,99,1,0,0.990000,0.009950
0.200000,78,22,0,0.780000,0.041425
0.080000,55,45,0,0.550000,0.049749
-0.080000,38,62,0,0.380000,0.048539
-0.200000,31,69,0,0.310000,0.046249
-0.600000,8,92,0,0.080000,0.027129
-0.800000,5,95,0,0.050000,0.021794
-0.920000,0,100,0,0.000000,0.000000
