m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,100,0,0,1.000000,0.000000
0.200000,87,13,0,0.870000,0.033630
0.080000,76,23,1,0.767677,0.042444
-0.080000,61,39,0,0.610000,0.048775
-0.200000,49,51,0,0.490000,0.049990
-0.600000,21,79,0,0.210000,0.040731
-0.800000,13,87,0,0.130000,0.033630
-0.920000,19,81,0,0.190000,0.039230
