m0,count_A,count_B,invalid,probability,standard_error
0.920000,98,2,0,0.980000,0.014000
0.800000,100,0,0,1.000000,0.000000
0.600000,98,2,0,0.980000,0.014000
0.200000,89,11,0,0.890000,0.031289
0.080000,77,23,0,0.770000,0.042083
-0.080000,66,34,0,0.660000,0.047371
-0.200000,59,41,0,0.590000,0.049183
-0.600000,44,56,0,0.440000,0.049639
-0.800000,18,82,0,0.180000,0.038419
-0.920000,7,93,0,0.070000,0.025515
