m0,count_A,count_B,invalid,probability,standard_error
0.920000,70,30,0,0.700000,0.045826
0.800000,81,19,0,0.810000,0.039230
0.600000,72,28,0,0.720000,0.044900
0.200000,41,59,0,0.410000,0.049183
0.080000,40,60,0,0.400000,0.048990
-0.080000,28,72,0,0.280000,0.044900
-0.200000,12,88,0,0.120000,0.032496
-0.600000,5,95,0,0.050000,0.021794
-0.800000,0,100,0,0.000000,0.000000
-0.920000,0,100,0,0.000000,0.000000
