m0,count_A,count_B,invalid,probability,standard_error
0.920000,98,2,0,0.980000,0.014000
0.800000,95,4,1,0.959596,0.019790
0.600000,87,13,0,0.870000,0.033630
0.200000,51,49,0,0.510000,0.049990
0.080000,40,60,0,0.400000,0.048990
-0.080000,15,85,0,0.150000,0.035707
-0.200000,7,93,0,0.070000,0.025515
-0.600000,1,99,0,0.010000,0.009950
-0.800000,1,99,0,0.010000,0.009950
-0.920000,2,98,0,0.020000,0.014000
