m0,count_A,count_B,probability,standard_error
0.920000,35.0,65.0,0.350000,0.047697
0.800000,39.0,61.0,0.390000,0.048775
0.600000,52.0,48.0,0.520000,0.049960
0.200000,45.0,55.0,0.450000,0.049749
0.080000,33.0,67.0,0.330000,0.047021
-0.080000,25.0,75.0,0.250000,0.043301
-0.200000,11.0,89.0,0.110000,0.031289
-0.600000,1.0,99.0,0.010000,0.009950
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,2.0,98.0,0.020000,0.014000
