m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,100.0,0.0,1.000000,0.000000
0.080000,97.0,3.0,0.970000,0.017059
-0.080000,85.0,15.0,0.850000,0.035707
-0.200000,79.0,21.0,0.790000,0.040731
-0.600000,34.0,66.0,0.340000,0.047371
-0.800000,30.0,70.0,0.300000,0.045826
-0.920000,29.0,71.0,0.290000,0.045376
