m0,count_A,count_B,probability,standard_error
0.920000,99.0,1.0,0.990000,0.009950
0.800000,100.0,0.0,1.000000,0.000000
0.600000,95.0,5.0,0.950000,0.021794
0.200000,82.0,18.0,0.820000,0.038419
0.080000,77.0,23.0,0.770000,0.042083
-0.080000,47.0,53.0,0.470000,0.049910
-0.200000,46.0,54.0,0.460000,0.049840
-0.600000,3.0,97.0,0.030000,0.017059
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,1.0,99.0,0.010000,0.009950
