m0,count_A,count_B,probability,standard_error
0.920000,89.0,11.0,0.890000,0.031289
0.800000,96.0,4.0,0.960000,0.019596
0.600000,92.0,8.0,0.920000,0.027129
0.200000,68.0,32.0,0.680000,0.046648
0.080000,45.0,55.0,0.450000,0.049749
-0.080000,31.0,69.0,0.310000,0.046249
-0.200000,12.0,88.0,0.120000,0.032496
-0.600000,0.0,100.0,0.000000,0.000000
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,0.0,100.0,0.000000,0.000000
