m0,count_A,count_B,probability,standard_error
0.920000,99.0,1.0,0.990000,0.009950
0.800000,100.0,0.0,1.000000,0.000000
0.600000,99.0,1.0,0.990000,0.009950
0.200000,90.0,10.0,0.900000,0.030000
0.080000,88.0,12.0,0.880000,0.032496
-0.080000,64.0,36.0,0.640000,0.048000
-0.200000,63.0,37.0,0.630000,0.048280
-0.600000,36.0,64.0,0.360000,0.048000
-0.800000,42.0,58.0,0.420000,0.049356
-0.920000,57.0,43.0,0.570000,0.049508
