m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,96.0,4.0,0.960000,0.019596
0.080000,97.0,3.0,0.970000,0.017059
-0.080000,79.0,21.0,0.790000,0.040731
-0.200000,68.0,32.0,0.680000,0.046648
-0.600000,14.0,86.0,0.140000,0.034699
-0.800000,3.0,97.0,0.030000,0.017059
-0.920000,2.0,98.0,0.020000,0.014000
