m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,98.0,2.0,0.980000,0.014000
0.080000,83.0,17.0,0.830000,0.037563
-0.080000,47.0,53.0,0.470000,0.049910
-0.200000,25.0,75.0,0.250000,0.043301
-0.600000,0.0,100.0,0.000000,0.000000
-0.800000,1.0,99.0,0.010000,0.009950
-0.920000,0.0,100.0,0.000000,0.000000
