m0,count_A,count_B,invalid,probability,standard_error
0.920000,84,16,0,0.840000,0.036661
0.800000,94,6,0,0.940000,0.023749
0.600000,84,16,0,0.840000,0.036661
0.200000,40,60,0,0.400000,0.048990
0.080000,25,75,0,0.250000,0.043301
-0.080000,16,84,0,0.160000,0.036661
-0.200000,8,92,0,0.080000,0.027129
-0.600000,2,98,0,0.020000,0.014000
-0.800000,1,99,0,0.010000,0.009950
-0.920000,2,98,0,0.020000,0.014000
