m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,100,0,0,1.000000,0.000000
0.200000,99,1,0,0.990000,0.009950
0.080000,99,1,0,0.990000,0.009950
-0.080000,95,5,0,0.950000,0.021794
-0.200000,85,15,0,0.850000,0.035707
-0.600000,23,77,0,0.230000,0.042083
-0.800000,24,76,0,0.240000,0.042708
-0.920000,7,93,0,0.070000,0.025515
