m0,count_A,count_B,invalid,probability,standard_error
0.920000,98,2,0,0.980000,0.014000
0.800000,96,4,0,0.960000,0.019596
0.600000,96,4,0,0.960000,0.019596
0.200000,74,26,0,0.740000,0.043863
0.080000,52,47,1,0.525253,0.050188
-0.080000,38,61,1,0.383838,0.048877
-0.200000,22,77,1,0.222222,0.041783
-0.600000,3,97,0,0.030000,0.017059
-0.800000,1,99,0,0.010000,0.009950
-0.920000,0,100,0,0.000000,0.000000
