m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,100,0,0,1.000000,0.000000
0.200000,98,2,0,0.980000,0.014000
0.080000,94,5,1,0.949495,0.022009
-0.080000,84,15,1,0.848485,0.036036
-0.200000,64,35,1,0.646465,0.048048
-0.600000,29,70,1,0.292929,0.045740
-0.800000,11,89,0,0.110000,0.031289
-0.920000,8,92,0,0.080000,0.027129
