m0,count_A,count_B,invalid,probability,standard_error
0.920000,65,35,0,0.650000,0.047697
0.800000,44,56,0,0.440000,0.049639
0.600000,28,72,0,0.280000,0.044900
0.200000,2,98,0,0.020000,0.014000
0.080000,0,100,0,0.000000,0.000000
-0.080000,0,100,0,0.000000,0.000000
-0.200000,1,99,0,0.010000,0.009950
-0.600000,0,100,0,0.000000,0.000000
-0.800000,0,100,0,0.000000,0.000000
-0.920000,0,100,0,0.000000,0.000000
