m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,98,2,0,0.980000,0.014000
0.600000,99,1,0,0.990000,0.009950
0.200000,97,3,0,0.970000,0.017059
0.080000,96,4,0,0.960000,0.019596
-0.080000,91,9,0,0.910000,0.028618
-0.200000,80,20,0,0.800000,0.040000
-0.600000,15,85,0,0.150000,0.035707
-0.800000,6,94,0,0.060000,0.023749
-0.920000,2,98,0,0.020000,0.014000
