m0,count_A,count_B,invalid,probability,standard_error
0.920000,98,2,0,0.980000,0.014000
0.800000,94,6,0,0.940000,0.023749
0.600000,89,11,0,0.890000,0.031289
0.200000,38,62,0,0.380000,0.048539
0.080000,32,68,0,0.320000,0.046648
-0.080000,9,91,0,0.090000,0.028618
-0.200000,10,90,0,0.100000,0.030000
-0.600000,0,100,0,0.000000,0.000000
-0.800000,0,100,0,0.000000,0.000000
-0.920000,0,100,0,0.000000,0.000000
