m0,count_A,count_B,probability,standard_error
0.920000,100,0,1.000000,0.000000
0.800000,100,0,1.000000,0.000000
0.600000,100,0,1.000000,0.000000
0.200000,100,0,1.000000,0.000000
0.080000,97,3,0.970000,0.017059
-0.080000,87,13,0.870000,0.033630
-0.200000,77,23,0.770000,0.042083
-0.600000,19,81,0.190000,0.039230
-0.800000,8,92,0.080000,0.027129
-0.920000,0,100,0.000000,0.000000
