m0,count_A,count_B,probability,standard_error
0.920000,86,13,0.868687,0.033944
0.800000,78,22,0.780000,0.041425
0.600000,84,16,0.840000,0.036661
0.200000,66,34,0.660000,0.047371
0.080000,56,44,0.560000,0.049639
-0.080000,39,61,0.390000,0.048775
-0.200000,24,76,0.240000,0.042708
-0.600000,2,98,0.020000,0.014000
-0.800000,1,99,0.010000,0.009950
-0.920000,0,100,0.000000,0.000000
