m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,99,1,0,0.990000,0.009950
0.200000,98,2,0,0.980000,0.014000
0.080000,89,11,0,0.890000,0.031289
-0.080000,88,12,0,0.880000,0.032496
-0.200000,81,19,0,0.810000,0.039230
-0.600000,52,48,0,0.520000,0.049960
-0.800000,31,69,0,0.310000,0.046249
-0.920000,21,79,0,0.210000,0.040731
