m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,99,1,0,0.990000,0.009950
0.600000,100,0,0,1.000000,0.000000
0.200000,100,0,0,1.000000,0.000000
0.080000,97,2,1,0.979798,0.014140
-0.080000,96,4,0,0.960000,0.019596
-0.200000,89,11,0,0.890000,0.031289
-0.600000,54,46,0,0.540000,0.049840
-0.800000,45,55,0,0.450000,0.049749
-0.920000,23,76,1,0.232323,0.042444
