m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,100,0,0,1.000000,0.000000
0.200000,100,0,0,1.000000,0.000000
0.080000,100,0,0,1.000000,0.000000
-0.080000,100,0,0,1.000000,0.000000
-0.200000,100,0,0,1.000000,0.000000
-0.600000,91,9,0,0.910000,0.028618
-0.800000,65,35,0,0.650000,0.047697
-0.920000,57,42,1,0.575758,0.049672
