m0,count_A,count_B,invalid,probability,standard_error
0.920000,99,0,1,1.000000,0.000000
0.800000,99,1,0,0.990000,0.009950
0.600000,99,0,1,1.000000,0.000000
0.200000,100,0,0,1.000000,0.000000
0.080000,100,0,0,1.000000,0.000000
-0.080000,99,1,0,0.990000,0.009950
-0.200000,95,5,0,0.950000,0.021794
-0.600000,67,33,0,0.670000,0.047021
-0.800000,57,43,0,0.570000,0.049508
-0.920000,43,57,0,0.430000,0.049508
