m0,count_A,count_B,invalid,probability,standard_error
0.920000,100,0,0,1.000000,0.000000
0.800000,100,0,0,1.000000,0.000000
0.600000,100,0,0,1.000000,0.000000
0.200000,99,1,0,0.990000,0.009950
0.080000,98,2,0,0.980000,0.014000
-0.080000,99,1,0,0.990000,0.009950
-0.200000,98,2,0,0.980000,0.014000
-0.600000,92,8,0,0.920000,0.027129
-0.800000,89,11,0,0.890000,0.031289
-0.920000,79,21,0,0.790000,0.040731
