m0,count_A,count_B,invalid,probability,standard_error
0.920000,99,1,0,0.990000,0.009950
0.800000,100,0,0,1.000000,0.000000
0.600000,98,2,0,0.980000,0.014000
0.200000,89,11,0,0.890000,0.031289
0.080000,83,17,0,0.830000,0.037563
-0.080000,69,31,0,0.690000,0.046249
-0.200000,60,40,0,0.600000,0.048990
-0.600000,33,67,0,0.330000,0.047021
-0.800000,26,74,0,0.260000,0.043863
-0.920000,35,65,0,0.350000,0.047697
