m0,count_A,count_B,probability,standard_error
0.920000,95.0,5.0,0.950000,0.021794
0.800000,98.0,2.0,0.980000,0.014000
0.600000,92.0,8.0,0.920000,0.027129
0.200000,61.0,38.0,0.610000,0.048775
0.080000,47.0,53.0,0.470000,0.049910
-0.080000,37.0,63.0,0.370000,0.048280
-0.200000,21.0,79.0,0.210000,0.040731
-0.600000,3.0,97.0,0.030000,0.017059
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,1.0,99.0,0.010000,0.009950
