m0,count_A,count_B,probability,standard_error
0.920000,97.0,0.0,0.970000,0.017059
0.800000,90.0,0.0,0.900000,0.030000
0.600000,97.0,1.0,0.970000,0.017059
0.200000,75.0,23.0,0.750000,0.043301
0.080000,56.0,38.0,0.560000,0.049639
-0.080000,33.0,64.0,0.330000,0.047021
-0.200000,19.0,80.0,0.190000,0.039230
-0.600000,2.0,94.0,0.020000,0.014000
-0.800000,0.0,97.0,0.000000,0.000000
-0.920000,0.0,96.0,0.000000,0.000000
