m0,count_A,count_B,probability,standard_error
0.920000,72.0,13.0,0.720000,0.044900
0.800000,82.0,17.0,0.820000,0.038419
0.600000,68.0,32.0,0.680000,0.046648
0.200000,50.0,47.0,0.500000,0.050000
0.080000,36.0,63.0,0.360000,0.048000
-0.080000,22.0,78.0,0.220000,0.041425
-0.200000,15.0,85.0,0.150000,0.035707
-0.600000,3.0,97.0,0.030000,0.017059
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,0.0,98.0,0.000000,0.000000
