m0,count_A,count_B,probability,standard_error
0.920000,96.0,0.0,0.960000,0.019596
0.800000,98.0,0.0,0.980000,0.014000
0.600000,98.0,0.0,0.980000,0.014000
0.200000,97.0,0.0,0.970000,0.017059
0.080000,99.0,0.0,0.990000,0.009950
-0.080000,96.0,0.0,0.960000,0.019596
-0.200000,98.0,1.0,0.980000,0.014000
-0.600000,96.0,1.0,0.960000,0.019596
-0.800000,95.0,2.0,0.950000,0.021794
-0.920000,88.0,0.0,0.880000,0.032496
