m0,count_A,count_B,probability,standard_error
0.920000,86.0,9.0,0.860000,0.034699
0.800000,82.0,18.0,0.820000,0.038419
0.600000,72.0,28.0,0.720000,0.044900
0.200000,51.0,49.0,0.510000,0.049990
0.080000,35.0,65.0,0.350000,0.047697
-0.080000,29.0,71.0,0.290000,0.045376
-0.200000,19.0,81.0,0.190000,0.039230
-0.600000,2.0,98.0,0.020000,0.014000
-0.800000,1.0,99.0,0.010000,0.009950
-0.920000,1.0,98.0,0.010000,0.009950
