m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,85.0,15.0,0.850000,0.035707
0.080000,75.0,25.0,0.750000,0.043301
-0.080000,57.0,43.0,0.570000,0.049508
-0.200000,44.0,56.0,0.440000,0.049639
-0.600000,12.0,87.0,0.120000,0.032496
-0.800000,4.0,94.0,0.040000,0.019596
-0.920000,1.0,97.0,0.010000,0.009950
