m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,99.0,1.0,0.990000,0.009950
0.080000,99.0,0.0,0.990000,0.009950
-0.080000,97.0,3.0,0.970000,0.017059
-0.200000,96.0,4.0,0.960000,0.019596
-0.600000,80.0,18.0,0.800000,0.040000
-0.800000,91.0,7.0,0.910000,0.028618
-0.920000,96.0,4.0,0.960000,0.019596
