m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,100.0,0.0,1.000000,0.000000
0.080000,99.0,0.0,0.990000,0.009950
-0.080000,100.0,0.0,1.000000,0.000000
-0.200000,100.0,0.0,1.000000,0.000000
-0.600000,66.0,34.0,0.660000,0.047371
-0.800000,36.0,64.0,0.360000,0.048000
-0.920000,25.0,75.0,0.250000,0.043301
