m0,count_A,count_B,probability,standard_error
0.920000,89.0,11.0,0.890000,0.031289
0.800000,76.0,24.0,0.760000,0.042708
0.600000,49.0,51.0,0.490000,0.049990
0.200000,24.0,76.0,0.240000,0.042708
0.080000,39.0,61.0,0.390000,0.048775
-0.080000,32.0,68.0,0.320000,0.046648
-0.200000,21.0,79.0,0.210000,0.040731
-0.600000,5.0,95.0,0.050000,0.021794
-0.800000,2.0,98.0,0.020000,0.014000
-0.920000,2.0,98.0,0.020000,0.014000
