m0,count_A,count_B,probability,standard_error
0.920000,57.0,43.0,0.570000,0.049508
0.800000,65.0,35.0,0.650000,0.047697
0.600000,51.0,49.0,0.510000,0.049990
0.200000,34.0,66.0,0.340000,0.047371
0.080000,39.0,61.0,0.390000,0.048775
-0.080000,26.0,74.0,0.260000,0.043863
-0.200000,15.0,85.0,0.150000,0.035707
-0.600000,2.0,98.0,0.020000,0.014000
-0.800000,1.0,99.0,0.010000,0.009950
-0.920000,2.0,98.0,0.020000,0.014000
