m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,100.0,0.0,1.000000,0.000000
0.080000,97.0,3.0,0.970000,0.017059
-0.080000,88.0,12.0,0.880000,0.032496
-0.200000,84.0,16.0,0.840000,0.036661
-0.600000,41.0,59.0,0.410000,0.049183
-0.800000,12.0,88.0,0.120000,0.032496
-0.920000,9.0,91.0,0.090000,0.028618
