m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,96.0,4.0,0.960000,0.019596
0.080000,83.0,17.0,0.830000,0.037563
-0.080000,69.0,31.0,0.690000,0.046249
-0.200000,56.0,44.0,0.560000,0.049639
-0.600000,18.0,82.0,0.180000,0.038419
-0.800000,7.0,93.0,0.070000,0.025515
-0.920000,0.0,100.0,0.000000,0.000000
