m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,94.0,6.0,0.940000,0.023749
0.080000,87.0,13.0,0.870000,0.033630
-0.080000,58.0,42.0,0.580000,0.049356
-0.200000,59.0,41.0,0.590000,0.049183
-0.600000,23.0,77.0,0.230000,0.042083
-0.800000,26.0,74.0,0.260000,0.043863
-0.920000,24.0,76.0,0.240000,0.042708
