m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,99.0,1.0,0.990000,0.009950
0.200000,88.0,12.0,0.880000,0.032496
0.080000,69.0,31.0,0.690000,0.046249
-0.080000,53.0,47.0,0.530000,0.049910
-0.200000,46.0,54.0,0.460000,0.049840
-0.600000,16.0,84.0,0.160000,0.036661
-0.800000,5.0,95.0,0.050000,0.021794
-0.920000,0.0,100.0,0.000000,0.000000
