m0,count_A,count_B,probability,standard_error
0.920000,97,3,0.970000,0.017059
0.800000,94,6,0.940000,0.023749
0.600000,93,7,0.930000,0.025515
0.200000,76,24,0.760000,0.042708
0.080000,59,41,0.590000,0.049183
-0.080000,34,66,0.340000,0.047371
-0.200000,10,90,0.100000,0.030000
-0.600000,0,100,0.000000,0.000000
-0.800000,0,100,0.000000,0.000000
-0.920000,0,100,0.000000,0.000000
